scheme_link,details_text,eligibility_text
https://www.myscheme.gov.in/schemes/pm-kusum,"Pradhan Mantri Kisan Urja Surakshaevam Utthaan Mahabhiyan Yojana (PM-KUSUM Scheme) was launched in March 2019 by the Ministry of New and Renewable Energy (MNRE), to subsidize farmers to install solar irrigation pumps for cultivation. Each farmer will receive a 60% subsidy to set up tube wells and pump sets. They will also get 30% of the total cost as a loan from the Government.","This scheme provides the following benefits:The Indian Government initiated the construction of solar plants that can generate an aggregate of 28,250 MW of power.The Government will subsidize 60% and provide a loan of 30% of the total cost. This leads our farmers to bear only 10% of the total cost to install solar plants and solar pumps.As per the KUSUM Scheme details, our Government will provide subsidies to install state-of-the-art solar pumps. They improve irrigation as they hold 720MV of capacity.This scheme offers our farmers an opportunity of selling the extra power generated by the plants directly to our Government. This ensures the scope of increase in the income of our farmers.A landholder in a rural area can get a stable source of income by utilizing barren and uncultivated land for solar plant implementation for 25 years.The solar plants will be set up above a minimum height in cultivable lands. This way, our farmers will be able to continue with cultivation after installing the plants.KUSUM Scheme ensures increasing use of renewable energy helps to mitigate pollution in farms and opens a gateway to eco-friendly cultivation"
https://www.myscheme.gov.in/schemes/sjpfsgc,"Savitribai Jyotirao Phule Fellowship for Single Girl Child (SJSGC) is a Fellowship Scheme by the University Grants Commission (UGC), Department of Higher Education, for pursuing research work leading to the award of a Ph.D. degree. The target group of this scheme are the ‘single girl child’, i.e. the only girl child in the family without having any brother or sister. A girl scholar who is one of the twin daughters/fraternal daughters is also eligible to apply for fellowship under the scheme. The number of slots for the fellowship will be decided every year on the basis of eligible applications complete in all respects, received through online mode.","TENURE OF FELLOWSHIP:﻿The tenure of the fellowship is for five years and will be effective from 1st April of the selection year or the actual date of joining under the fellowship in the University/College/Institute, whichever is later. Fellowship will be granted upto the date of submission of Ph.D. Thesis or 5 years of tenure whichever is earlier. No extension is permissible beyond the total period of five years, and the fellow ceases to be a UGC research fellow immediately after the expiry of the due date.﻿FINANCIAL ASSISTANCE:﻿Fellowship:JRF @ ₹ 31,000/- p.m. for initial two years (subject to satisfactory progress of research work)SRF @ ₹ 35,000/- p.m. for remaining tenure (subject to satisfactory progress of research work)﻿Contingency:For Humanities and Social Sciences: @ ₹ 10,000/- p.a. for the initial two years, @ ₹ 20,500/- p.a. for the remaining tenure.For Science, Engineering, and Technology @ ₹ 12,000/- p.a. for the initial two years, @ ₹ 25,000/- p.a. for the remaining tenure.﻿Escort Reader Assistance:@ ₹ 3,000/- p.m. in the case of ‘Divyang’ scholars.﻿Note:At the end of tenure/termination of fellowship/resignation of scholar, the books, journals, and equipment purchased out of the contingency grant shall become the property of the institution concerned.﻿HRA:(i)  Hostel accommodation may be provided to the scholars by their institutions. In such cases, the scholar is eligible to draw only hostel fees excludingmess, electricity, water charges, etc. In case, a scholar refuses the hostel accommodation, he/she shall not be eligible to draw HRA.﻿(ii) In case of non-availability of hostel accommodation, the scholar may be provided with single accommodation by the host institution. In such cases, the rent paid by the scholar on an actual basis shall be reimbursed, subject to the ceiling of HRA as per Govt. of India norms.﻿(iii) If the scholar makes her own arrangements of accommodation, he/she shall be entitled to draw HRA as per ceiling and categorization of cities by the Govt. of India. In case, the scholar wishes to draw HRA, he/she is required to submit a certificate, in the prescribed format, to her institution.﻿MEDICAL ASSISTANCE:No separate/fixed medical assistance is provided. However, the scholars may avail the medical facilities available in their Institutionsconcerned.﻿LEAVE:(i)Earned Leavefor a maximum period of 30 days in a year in addition to public holidays may be taken by a scholar. However, they are not entitled to any other vacation, such as summer, winter, and pooja vacations, etc.﻿(ii)Maternity/paternity leaveas per the Govt. of India norms issued from time to time shall be available for female scholars at full rates of the fellowship once during the tenure of the fellowship. The period of leave without fellowship, if any, shall be counted towards the tenure.﻿Besides this, an‘Intermittent Break’for a maximum total period of 1 year may also be permissible for women scholars. The break can be availed a maximum of 3 times during the entire period of the fellowship. However, the total duration of the break shall not exceed one year. No fellowship shall be available for the period of such break(s). This period of intermittent breaks shall not be counted towards the tenure of the fellowship, and thus effectively the total period of fellowship shall remain the same.﻿(iii)Academic leave(without fellowship and other emoluments) shall be permissible only for one year throughout the tenure (for any kind of academic/teaching assignment/foreign visit in connection with research work). The period of leave without fellowship will be counted towards the tenure. Expenditure on foreign visits in connection to research work cannot be claimed from UGC.﻿(iv) All kinds of leave shall be availed by the scholar only with due approval of the institution concerned."
https://www.myscheme.gov.in/schemes/nn,"The ""","The inmates are provided care and protection in the institutions.Besides food, shelter, bedding & clothing are also provided.For school-going destitute girls free education is provided in addition to other facilities.The children accompanying the mothers will be entitled to admission subject to the condition that male children after they attain the age of 8 years shall be transferred to Bal Ashrams.The inmate shall remain in the institution till they are rehabilitated/get married/ covered under any schemes for employment and self-employment."
https://www.myscheme.gov.in/schemes/lls-g,"Laadli Laxmi Scheme was launched on 6th July 2012 as one of the flagship programmes of the Department of Women & Child Development, Government of Goa with the intention to address the undesirable tendency of female foeticides and with an aim towards erasing the general perception that the birth of a girl in the family is the burden on her parents/guardian during her marriage. The objective of the scheme is to financially empower the girl child to meet educational and other expenses on becoming a major of age and to improve the female sex ratio in the State.","For Unmarried Beneficiaries(beneficiaries who attain the age of majority i.e. 18 years on or after 01-04-2012)Financial Assistance of ₹ 1,00,000, by means of a bank fixed deposit, jointly in the name of the Director (DoWCD) and the applicant.The fixed deposit shall be renewed annually automatically on maturity, along with the amount of interest accrued, till the date of claim by the applicant as per the scheme or until the age of 45 years whichever is earlier.﻿For Married Beneficiaries( beneficiaries who have already attained the age of 18 years before 01-04-2012 and are in the age group of 19 to 45 years prospectively from 1st April, 2016)Financial Assistance of ₹ 1,00,000., by means of cash payment."
https://www.myscheme.gov.in/schemes/admptpfdap,"The Government of Tamil Nadu introduced ""Assistance for Delivery/ Miscarriage of Pregnancy/ Termination of Pregnancy to Female Differently Abled Person with a sum of Rs.6,000/- @ Rs.1,000/- per month for delivery and Rs.3,000 for miscarriage/termination of pregnancy is given to female differently abled person.","A sum of Rs.6,000/- @ Rs.1,000/- per month for delivery and Rs.3,000 for miscarriage/termination of pregnancy is given to a female differently abled person."
https://www.myscheme.gov.in/schemes/mmuy,Details,"BenefitsInterest-Free Loans: Women entrepreneurs can avail of interest-free loans of up to Rs. 1 lakh to start or expand their businesses. The loans are provided without any collateral security.Subsidy: The government also provides a subsidy of 6% per annum to women entrepreneurs who repay their loans on time.No Processing Fee: The scheme does not charge any processing fee for the loan application.Repayment Period: The repayment period for the loan is up to 5 years, giving entrepreneurs sufficient time to repay the loan.Skill Development: The scheme provides training and skill development programs to women entrepreneurs to help them build their business acumen and enhance their knowledge of entrepreneurship.Employment Generation: The scheme promotes the creation of employment opportunities for women in the state, leading to the overall economic growth of the state.Financial Independence: The scheme empowers women entrepreneurs and enables them to become financially independent, contributing to their personal and professional growth.No Income Limit: There is no income limit for women entrepreneurs to apply for the scheme, making it accessible to women from all income groups.﻿"
https://www.myscheme.gov.in/schemes/gfampmblpl,"The scheme ""Grant of Financial Assistance for Performance of Marriage of Poor Brides Living Below Poverty Line"" is a financial assistance scheme by the Department of Women and Child Development, Government of Puducherry. This scheme aims to provide financial assistance to poor brides living below the poverty line to meet their marriage expenses. The assistance amount is ₹15,000, and it is granted for the first marriage of the bride. The scheme is implemented through the Department of Women and Child Development.","Financial assistance of ₹25,000 for marriage expenses."
https://www.myscheme.gov.in/schemes/pg-igssgc,"A scholarship scheme by the University Grants Commission for Girl students who are admitted in the first year of PG courses in any designated university or a postgraduate college, and happen to be the only girl child in the family. The amount of fellowship is ₹ 36,200/- p.a. for the full duration of a PG course. The scheme has been introduced with an aim to compensate direct costs of girl education at all levels, especially for such girls who happen to be the only girl child in their families.","Nature of Assistance Available Under the SchemeAmount of fellowship: ₹36,200/- per annum for a period of two years only i.e. full duration of a PG course.3,000 fresh scholarships will be awarded every year and will be paid on DBT mode on annual basis.﻿NoteNo other additional grant will be payable in lieu of hostel charges and medical charges, etc."
https://www.myscheme.gov.in/schemes/aksmsy,The Asangathit Karmakaar Silai Machine Sahayata Yojana (Unorganized Workers Sewing Machine Assistance Scheme) is a government scheme in Chhattisgarh State that provides sewing machines. The objective of this scheme is to promote unorganized workers in their businesses and make them self-reliant.,"Under the scheme, sewing machines will be supplied every year to the registered unorganized women workers of the state."
https://www.myscheme.gov.in/schemes/aocpscgs,"The scheme “Award of Opportunity Cost to Parents of Scheduled Caste Girl Students” was implemented by the Adi Dravidar Welfare Department, Government of Puducherry to financially assist the Scheduled Caste parents for sending school their daughters who otherwise earn livelihood for the family engaging themselves in menial labour.","Under this scheme, ₹3,000/- per academic year is payable to the Scheduled Caste parent for each daughter studying in classes VI to XII standard.Note 01:The opportunity cost is payable to the parents of the Scheduled Caste girl in addition to the Pre-Matric Scholarship payable to the children.Note 02: The opportunity cost is not payable in respect of girls re-admitted in a class for a second academic year, owing to failure or discontinuance in the class previously."
https://www.myscheme.gov.in/schemes/ignwps,"Indira Gandhi National Widow Pension Scheme (IGNWPS) is implemented by Ministry of Rural Development, Government of India. It is a non-contributory pension scheme to provide social security to widows of poor family (BPL)  of the society.",A pension of Rs.300/- per month is provided to Widows between 40 years and 79 years. For persons who are 80 years and above the pension is Rs.500/- per month.
